Dataset,Evaluation type,Method,Alpha,Beta,Width,Bin size,Number of knots,Minimum sigma rep1,Minimum sigma rep2,Length of mean-var curve,Evaluation Value
H3K27me3 H1-hESC,Number of knots,SDPM,1.000231076,3000,19932,1000,3539,0.308660183,0.223137489,17697,1.350999747
H3K27me3 H1-hESC,Number of knots,SDPM,1.000231076,3000,19932,1000,2950,0.309053906,0.226462528,17697,1.280859802
H3K27me3 H1-hESC,Number of knots,SDPM,1.000231076,3000,19932,1000,2528,-108.9522316,-44.25642404,17697,1.4037147
H3K27me3 H1-hESC,Number of knots,SDPM,1.000231076,3000,19932,1000,2212,-95.17626097,-36.97350065,17697,1.395682718
H3K27me3 H1-hESC,Number of knots,SDPM,1.000231076,3000,19932,1000,1966,-31.4413157,-3.232732896,17697,1.426378098
H3K27me3 H1-hESC,Number of knots,SDPM,1.000231076,3000,19932,1000,1770,0.308900565,0.264054673,17697,1.373060547
H3K27me3 H1-hESC,Number of knots,SDPM,1.000231076,3000,19932,1000,1609,0.309785981,0.268372629,17697,1.44981804
H3K27me3 H1-hESC,Number of knots,SDPM,1.000231076,3000,19932,1000,1475,0.309496244,0.268443923,17697,1.439205304
H3K27me3 H1-hESC,Number of knots,SDPM,1.000231076,3000,19932,1000,1361,0.310160325,0.267721934,17697,1.457339332
H3K27me3 H1-hESC,Number of knots,SDPM,1.000231076,3000,19932,1000,1264,0.310364131,0.267246321,17697,1.459369902
H3K27me3 H1-hESC,Number of knots,SDPM,1.000231076,3000,19932,1000,1180,0.310701821,0.266420446,17697,1.470178949
H3K27me3 H1-hESC,Number of knots,SDPM,1.000069317,10000,66439,1000,7,-0.181901358,-0.181901358,17697,1.525586303
H3K27me3 H1-hESC,Number of knots,SDPM,1.000069317,10000,66439,1000,10,0.104663761,0.104663761,17697,1.42230252
H3K27me3 H1-hESC,Number of knots,SDPM,1.000069317,10000,66439,1000,50,0.298794059,0.288935344,17697,1.314623817
H3K27me3 H1-hESC,Number of knots,SDPM,1.000069317,10000,66439,1000,100,0.300362239,0.281404621,17697,1.291179427
H3K27me3 H1-hESC,Number of knots,SDPM,1.000069317,10000,66439,1000,200,0.29912968,0.2810752,17697,1.282893285
H3K27me3 H1-hESC,Number of knots,SDPM,1.000069317,10000,66439,1000,500,0.304256246,0.27421896,17697,1.280567145
H3K27me3 H1-hESC,Number of knots,SDPM,1.000069317,10000,66439,1000,8848,0.301647531,0.279981014,17697,1.354806997
H3K27me3 H1-hESC,Number of knots,SDPM,1.000069317,10000,66439,1000,5899,0.302605727,0.276965676,17697,1.309083819
H3K27me3 H1-hESC,Number of knots,SDPM,1.000069317,10000,66439,1000,4424,0.303272868,0.274875647,17697,2.135479614
H3K27me3 H1-hESC,Number of knots,SDPM,1.000069317,10000,66439,1000,3539,0.302998611,0.275739137,17697,1.288407982
H3K27me3 H1-hESC,Number of knots,SDPM,1.000069317,10000,66439,1000,2950,-220.3978838,-109.9503671,17697,1.673649079
H3K27me3 H1-hESC,Number of knots,SDPM,1.000069317,10000,66439,1000,2528,-182.3159064,-88.63609896,17697,1.572459702
H3K27me3 H1-hESC,Number of knots,SDPM,1.000069317,10000,66439,1000,2212,-116.072906,-51.54483097,17697,1.425812545
H3K27me3 H1-hESC,Number of knots,SDPM,1.000069317,10000,66439,1000,1966,-13.45641682,0.273647779,17697,1.296883953
H3K27me3 H1-hESC,Number of knots,SDPM,1.000069317,10000,66439,1000,1770,0.303646033,0.273712907,17697,1.296769324
H3K27me3 H1-hESC,Number of knots,SDPM,1.000069317,10000,66439,1000,1609,0.30348189,0.274254253,17697,1.334552727
H3K27me3 H1-hESC,Number of knots,SDPM,1.000069317,10000,66439,1000,1475,0.30344002,0.274405844,17697,1.361124494
H3K27me3 H1-hESC,Number of knots,SDPM,1.000069317,10000,66439,1000,1361,0.303421753,0.274486857,17697,1.376954046
H3K27me3 H1-hESC,Number of knots,SDPM,1.000069317,10000,66439,1000,1264,0.303579917,0.274027825,17697,1.382142888
H3K27me3 H1-hESC,Number of knots,SDPM,1.000069317,10000,66439,1000,1180,0.303593681,0.274008157,17697,1.380398818
H3K27me3 H1-hESC,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,7,0.386851967,0.381348272,17697,2.278681378
H3K27me3 H1-hESC,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,10,0.212573054,0.212573054,17697,2.373146525
H3K27me3 H1-hESC,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,50,0.365386065,0.36503395,17697,2.174228117
H3K27me3 H1-hESC,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,100,0.288212735,0.216481797,17697,2.165874509
H3K27me3 H1-hESC,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,200,0.352549307,0.352568194,17697,2.184509866
H3K27me3 H1-hESC,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,500,0.347352536,0.346988374,17697,2.184552392
H3K27me3 H1-hESC,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,8848,0.351443412,0.351378717,17697,2.224859067
H3K27me3 H1-hESC,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,5899,0.350479088,0.350368535,17697,2.227656616
H3K27me3 H1-hESC,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,4424,0.349831775,0.349689484,17697,2.238286949
H3K27me3 H1-hESC,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,3539,0.349417161,0.349254341,17697,2.236760106
H3K27me3 H1-hESC,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,2950,0.349148223,0.34897203,17697,2.22355507
H3K27me3 H1-hESC,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,2528,0.348951853,0.348765874,17697,2.214043084
H3K27me3 H1-hESC,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,2212,0.348777283,0.348582591,17697,2.209509455
H3K27me3 H1-hESC,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,1966,0.348615649,0.34841288,17697,2.20728757
H3K27me3 H1-hESC,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,1770,0.348466774,0.348256558,17697,2.204768271
H3K27me3 H1-hESC,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,1609,0.348328305,0.348103156,17697,2.2021824
H3K27me3 H1-hESC,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,1475,0.348200067,0.347957302,17697,2.200106157
H3K27me3 H1-hESC,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,1361,0.348076303,0.347816521,17697,2.198532731
H3K27me3 H1-hESC,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,1264,0.34797479,0.347701042,17697,2.197167702
H3K27me3 H1-hESC,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,1180,0.347885853,0.347599863,17697,2.195968167
H3K27me3 H1-hESC,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,7,0.562441021,0.562413828,17697,3.764985741
H3K27me3 H1-hESC,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,10,0.557661551,0.557557562,17697,3.761788997
H3K27me3 H1-hESC,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,50,0.513845742,0.513713786,17697,3.851291572
H3K27me3 H1-hESC,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,100,0.645709527,0.645695457,17697,3.972633436
H3K27me3 H1-hESC,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,200,0.605369929,0.605346625,17697,4.074775541
H3K27me3 H1-hESC,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,500,0.604422656,0.604464305,17697,4.109372781
H3K27me3 H1-hESC,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,8848,0.597998173,0.598062093,17697,4.101974769
H3K27me3 H1-hESC,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,5899,0.597581124,0.597636301,17697,4.094714342
H3K27me3 H1-hESC,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,4424,0.59796945,0.598033108,17697,4.096797045
H3K27me3 H1-hESC,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,3539,0.598157587,0.598225231,17697,4.099344467
H3K27me3 H1-hESC,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,2950,0.598036828,0.598101626,17697,4.101672543
H3K27me3 H1-hESC,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,2528,0.597767612,0.597826322,17697,4.103659026
H3K27me3 H1-hESC,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,2212,0.597483386,0.597535721,17697,4.105783874
H3K27me3 H1-hESC,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,1966,0.59723843,0.597285294,17697,4.106943296
H3K27me3 H1-hESC,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,1770,0.5970588,0.597101667,17697,4.107556061
H3K27me3 H1-hESC,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,1609,0.59694922,0.596989662,17697,4.108595158
H3K27me3 H1-hESC,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,1475,0.59689895,0.596938293,17697,4.110691698
H3K27me3 H1-hESC,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,1361,0.596892399,0.596931618,17697,4.114178272
H3K27me3 H1-hESC,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,1264,0.596914088,0.596953811,17697,4.118067592
H3K27me3 H1-hESC,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,1180,0.596950212,0.596990757,17697,4.121046453
H3K27me3 H1-hESC,Number of knots,SDPM,1.000000069,1.00E+07,66438562,1000,7,0.729793496,0.709764637,17697,5.940822849
H3K27me3 H1-hESC,Number of knots,SDPM,1.000000069,1.00E+07,66438562,1000,10,0.573538847,0.573502216,17697,6.035193874
H3K27me3 H1-hESC,Number of knots,SDPM,1.000000069,1.00E+07,66438562,1000,50,0.542967837,0.542987784,17697,7.644468576
H3K27me3 H1-hESC,Number of knots,SDPM,1.000000069,1.00E+07,66438562,1000,100,0.539892948,0.539910802,17697,8.489081511
H3K27me3 H1-hESC,Number of knots,SDPM,1.000000069,1.00E+07,66438562,1000,200,0.53824681,0.53826354,17697,9.081785362
H3K27me3 H1-hESC,Number of knots,SDPM,1.000000069,1.00E+07,66438562,1000,500,0.538761467,0.538778549,17697,9.259119471
H3K4me3 GM06990,Number of knots,SDPM,2,1,7,1000,7,0.021887699,0.021887699,9681,0.67800381
H3K4me3 GM06990,Number of knots,SDPM,2,1,7,1000,10,0.065364655,0.065364655,9681,0.711328647
H3K4me3 GM06990,Number of knots,SDPM,2,1,7,1000,50,0.090517909,0.090517909,9681,0.674267764
H3K4me3 GM06990,Number of knots,SDPM,2,1,7,1000,100,-24.25229775,-4.596727957,9681,0.686221313
H3K4me3 GM06990,Number of knots,SDPM,2,1,7,1000,200,-8.903336193,0.100365926,9681,0.680864359
H3K4me3 GM06990,Number of knots,SDPM,2,1,7,1000,500,-81.81415384,-41.01795328,9681,0.72136659
H3K4me3 GM06990,Number of knots,SDPM,2,1,7,1000,4840,-79.79625076,-79.80030483,9681,5.855485012
H3K4me3 GM06990,Number of knots,SDPM,2,1,7,1000,3227,-11.30213301,-11.30240467,9681,2.22392303
H3K4me3 GM06990,Number of knots,SDPM,2,1,7,1000,2420,0.026357994,0.026357994,9681,1.630572556
H3K4me3 GM06990,Number of knots,SDPM,2,1,7,1000,1936,0.041283293,0.041283293,9681,0.82024027
H3K4me3 GM06990,Number of knots,SDPM,2,1,7,1000,1614,0.048732229,0.048732229,9681,0.738786401
H3K4me3 GM06990,Number of knots,SDPM,2,1,7,1000,1383,0.055577996,0.055577996,9681,0.696456925
H3K4me3 GM06990,Number of knots,SDPM,2,1,7,1000,1210,0.056713821,0.056713821,9681,0.695028971
H3K4me3 GM06990,Number of knots,SDPM,2,1,7,1000,1076,-33.0428546,-10.38014842,9681,0.710750924
H3K4me3 GM06990,Number of knots,SDPM,2,1,7,1000,968,-90.41323861,-46.52155344,9681,0.742281786
H3K4me3 GM06990,Number of knots,SDPM,2,1,7,1000,880,-116.285544,-62.8439033,9681,0.762564906
H3K4me3 GM06990,Number of knots,SDPM,2,1,7,1000,807,-136.1247287,-75.36122175,9681,0.780201103
H3K4me3 GM06990,Number of knots,SDPM,2,1,7,1000,745,-146.8353002,-82.16181081,9681,0.791395709
H3K4me3 GM06990,Number of knots,SDPM,2,1,7,1000,692,-147.3694478,-82.50700661,9681,0.79117658
H3K4me3 GM06990,Number of knots,SDPM,2,1,7,1000,645,-138.766099,-77.08689146,9681,0.780733883
H3K4me3 GM06990,Number of knots,SDPM,1,Inf,0,1000,7,0.021887699,0.021887699,9409,0.67800381
H3K4me3 GM06990,Number of knots,SDPM,1,Inf,0,1000,10,0.065364655,0.065364655,9409,0.711328647
H3K4me3 GM06990,Number of knots,SDPM,1,Inf,0,1000,50,0.090517909,0.090517909,9409,0.674267764
H3K4me3 GM06990,Number of knots,SDPM,1,Inf,0,1000,100,-24.25229775,-4.596727957,9409,0.686221313
H3K4me3 GM06990,Number of knots,SDPM,1,Inf,0,1000,200,-8.903336193,0.100365926,9409,0.680864359
H3K4me3 GM06990,Number of knots,SDPM,1,Inf,0,1000,500,-81.81415384,-41.01795328,9409,0.72136659
H3K4me3 GM06990,Number of knots,SDPM,1,Inf,0,1000,4704,-79.80158457,-79.80563845,9409,5.855733981
H3K4me3 GM06990,Number of knots,SDPM,1,Inf,0,1000,3136,-11.30639122,-11.30666631,9409,2.224143479
H3K4me3 GM06990,Number of knots,SDPM,1,Inf,0,1000,2352,0.032959408,0.032959408,9409,1.629079459
H3K4me3 GM06990,Number of knots,SDPM,1,Inf,0,1000,1882,0.041866311,0.041866311,9409,0.81808758
H3K4me3 GM06990,Number of knots,SDPM,1,Inf,0,1000,1568,0.049844998,0.049844998,9409,0.737934823
H3K4me3 GM06990,Number of knots,SDPM,1,Inf,0,1000,1344,0.056877143,0.056877143,9409,0.695517434
H3K4me3 GM06990,Number of knots,SDPM,1,Inf,0,1000,1176,0.058616457,0.058616457,9409,0.694161988
H3K4me3 GM06990,Number of knots,SDPM,1,Inf,0,1000,1045,-37.00148998,-12.87241567,9409,0.711174255
H3K4me3 GM06990,Number of knots,SDPM,1,Inf,0,1000,941,-91.42345214,-47.15796528,9409,0.743804177
H3K4me3 GM06990,Number of knots,SDPM,1,Inf,0,1000,855,-118.7152015,-64.37524482,9409,0.76415673
H3K4me3 GM06990,Number of knots,SDPM,1,Inf,0,1000,784,-138.6440865,-76.94960603,9409,0.782415493
H3K4me3 GM06990,Number of knots,SDPM,1,Inf,0,1000,724,-148.0705655,-82.94266022,9409,0.792478584
H3K4me3 GM06990,Number of knots,SDPM,1,Inf,0,1000,672,-145.9295434,-81.59788076,9409,0.789086813
H3K4me3 GM06990,Number of knots,SDPM,1,Inf,0,1000,627,-137.3430966,-76.1870182,9409,0.778713976
H3K4me3 GM06990,Number of knots,SDPM,1.002313162,300,1994,1000,7,0.06915297,0.06915297,10401,0.655584454
H3K4me3 GM06990,Number of knots,SDPM,1.002313162,300,1994,1000,10,0.124775013,0.124775013,10401,0.694229577
H3K4me3 GM06990,Number of knots,SDPM,1.002313162,300,1994,1000,50,0.155525675,0.155525675,10401,0.666421037
H3K4me3 GM06990,Number of knots,SDPM,1.002313162,300,1994,1000,100,0.158315264,0.158315264,10401,0.665211718
H3K4me3 GM06990,Number of knots,SDPM,1.002313162,300,1994,1000,200,0.159843513,0.159843513,10401,0.665456316
H3K4me3 GM06990,Number of knots,SDPM,1.002313162,300,1994,1000,500,-5.543627719,0.146476709,10401,0.675480036
H3K4me3 GM06990,Number of knots,SDPM,1.002313162,300,1994,1000,5200,-60.90163293,-60.86389516,10401,7.48923809
H3K4me3 GM06990,Number of knots,SDPM,1.002313162,300,1994,1000,3467,0.069195367,0.069195367,10401,1.799505752
H3K4me3 GM06990,Number of knots,SDPM,1.002313162,300,1994,1000,2600,0.087671239,0.087671239,10401,1.390167095
H3K4me3 GM06990,Number of knots,SDPM,1.002313162,300,1994,1000,2080,0.105580936,0.105580936,10401,0.717685725
H3K4me3 GM06990,Number of knots,SDPM,1.002313162,300,1994,1000,1734,0.11154826,0.11154826,10401,0.691690093
H3K4me3 GM06990,Number of knots,SDPM,1.002313162,300,1994,1000,1486,-60.66892863,-26.49293749,10401,0.720900483
H3K4me3 GM06990,Number of knots,SDPM,1.002313162,300,1994,1000,1300,-76.10077208,-36.47403267,10401,0.730079804
H3K4me3 GM06990,Number of knots,SDPM,1.002313162,300,1994,1000,1156,-104.6671119,-54.96992593,10401,0.753911912
H3K4me3 GM06990,Number of knots,SDPM,1.002313162,300,1994,1000,1040,-130.4076758,-71.63447343,10401,0.778859418
H3K4me3 GM06990,Number of knots,SDPM,1.002313162,300,1994,1000,946,-139.3040693,-77.42208792,10401,0.787875778
H3K4me3 GM06990,Number of knots,SDPM,1.002313162,300,1994,1000,867,-150.3159765,-84.55897082,10401,0.799675901
H3K4me3 GM06990,Number of knots,SDPM,1.002313162,300,1994,1000,800,-136.7136853,-75.77167146,10401,0.783926948
H3K4me3 GM06990,Number of knots,SDPM,1.002313162,300,1994,1000,743,-125.0723999,-68.2208313,10401,0.770461823
H3K4me3 GM06990,Number of knots,SDPM,1.002313162,300,1994,1000,693,-109.7765375,-58.28549961,10401,0.753408305
H3K4me3 GM06990,Number of knots,SDPM,1.000693387,1000,6644,1000,7,0.058238823,0.058238823,10401,0.681613474
H3K4me3 GM06990,Number of knots,SDPM,1.000693387,1000,6644,1000,10,0.092152273,0.092152273,10401,0.729355065
H3K4me3 GM06990,Number of knots,SDPM,1.000693387,1000,6644,1000,50,0.113487201,0.113487201,10401,0.71727322
H3K4me3 GM06990,Number of knots,SDPM,1.000693387,1000,6644,1000,100,0.119359562,0.119359562,10401,0.714459122
H3K4me3 GM06990,Number of knots,SDPM,1.000693387,1000,6644,1000,200,0.105642391,0.105642391,10401,0.783462133
H3K4me3 GM06990,Number of knots,SDPM,1.000693387,1000,6644,1000,500,0.097877687,0.097877687,10401,0.922496314
H3K4me3 GM06990,Number of knots,SDPM,1.000693387,1000,6644,1000,5200,0.159922624,0.151374142,10401,1.200180498
H3K4me3 GM06990,Number of knots,SDPM,1.000693387,1000,6644,1000,3467,-388.1745159,-251.2044683,10401,1.236967081
H3K4me3 GM06990,Number of knots,SDPM,1.000693387,1000,6644,1000,2600,-268.0850765,-168.9164455,10401,0.997255648
H3K4me3 GM06990,Number of knots,SDPM,1.000693387,1000,6644,1000,2080,-169.1049328,-101.0051991,10401,0.860918509
H3K4me3 GM06990,Number of knots,SDPM,1.000693387,1000,6644,1000,1734,-68.49270442,-31.89375001,10401,0.73993564
H3K4me3 GM06990,Number of knots,SDPM,1.000693387,1000,6644,1000,1486,0.128067627,0.128067627,10401,0.716685918
H3K4me3 GM06990,Number of knots,SDPM,1.000693387,1000,6644,1000,1300,0.123253589,0.123253589,10401,0.724336606
H3K4me3 GM06990,Number of knots,SDPM,1.000693387,1000,6644,1000,1156,0.121555832,0.121555832,10401,0.746740872
H3K4me3 GM06990,Number of knots,SDPM,1.000693387,1000,6644,1000,1040,0.104045146,0.104045146,10401,0.770556583
H3K4me3 GM06990,Number of knots,SDPM,1.000693387,1000,6644,1000,946,0.113791986,0.113791986,10401,0.781815517
H3K4me3 GM06990,Number of knots,SDPM,1.000693387,1000,6644,1000,867,0.093806075,0.093806075,10401,0.791740409
H3K4me3 GM06990,Number of knots,SDPM,1.000693387,1000,6644,1000,800,0.094149247,0.094149247,10401,0.796962431
H3K4me3 GM06990,Number of knots,SDPM,1.000693387,1000,6644,1000,743,0.093966303,0.093966303,10401,0.811678605
H3K4me3 GM06990,Number of knots,SDPM,1.000693387,1000,6644,1000,693,0.094709708,0.094709708,10401,0.82914533
H3K4me3 GM06990,Number of knots,SDPM,1.000231076,3000,19932,1000,7,0.027918917,0.027918917,10401,0.704320635
H3K4me3 GM06990,Number of knots,SDPM,1.000231076,3000,19932,1000,10,0.045612978,0.045612978,10401,0.764812664
H3K4me3 GM06990,Number of knots,SDPM,1.000231076,3000,19932,1000,50,0.021629266,0.021629266,10401,0.753258095
H3K4me3 GM06990,Number of knots,SDPM,1.000231076,3000,19932,1000,100,0.024456179,0.024456179,10401,0.745157268
H3K4me3 GM06990,Number of knots,SDPM,1.000231076,3000,19932,1000,200,0.030873754,0.030873754,10401,0.773305622
H3K4me3 GM06990,Number of knots,SDPM,1.000231076,3000,19932,1000,500,0.156496714,0.15658115,10401,0.886615044
H3K4me3 GM06990,Number of knots,SDPM,1.000231076,3000,19932,1000,5200,-1018.542303,-712.1941674,10401,3.115962734
H3K4me3 GM06990,Number of knots,SDPM,1.000231076,3000,19932,1000,3467,0.118313525,0.118223799,10401,1.123920205
H3K4me3 GM06990,Number of knots,SDPM,1.000231076,3000,19932,1000,2600,0.133389197,0.131731567,10401,1.203790017
H3K4me3 GM06990,Number of knots,SDPM,1.000231076,3000,19932,1000,2080,0.143692697,0.14357982,10401,1.127607969
H3K4me3 GM06990,Number of knots,SDPM,1.000231076,3000,19932,1000,1734,0.14785777,0.148771892,10401,1.08491244
H3K4me3 GM06990,Number of knots,SDPM,1.000231076,3000,19932,1000,1486,0.14889229,0.150428615,10401,1.078232658
H3K4me3 GM06990,Number of knots,SDPM,1.000231076,3000,19932,1000,1300,0.14940615,0.151418136,10401,1.069876514
H3K4me3 GM06990,Number of knots,SDPM,1.000231076,3000,19932,1000,1156,0.150185103,0.152927388,10401,1.030044302
H3K4me3 GM06990,Number of knots,SDPM,1.000231076,3000,19932,1000,1040,0.155824126,0.158645374,10401,0.986981555
H3K4me3 GM06990,Number of knots,SDPM,1.000231076,3000,19932,1000,946,0.157385993,0.160011816,10401,0.950244315
H3K4me3 GM06990,Number of knots,SDPM,1.000231076,3000,19932,1000,867,0.157557737,0.159541218,10401,0.91228009
H3K4me3 GM06990,Number of knots,SDPM,1.000231076,3000,19932,1000,800,0.157563262,0.158923685,10401,0.885316147
H3K4me3 GM06990,Number of knots,SDPM,1.000231076,3000,19932,1000,743,0.15713922,0.157598392,10401,0.879254424
H3K4me3 GM06990,Number of knots,SDPM,1.000231076,3000,19932,1000,693,0.157321316,0.157984859,10401,0.880011388
H3K4me3 GM06990,Number of knots,SDPM,1.000069317,10000,66439,1000,7,0.08937002,0.08937002,10401,0.725252365
H3K4me3 GM06990,Number of knots,SDPM,1.000069317,10000,66439,1000,10,0.181544913,0.179331061,10401,0.684481214
H3K4me3 GM06990,Number of knots,SDPM,1.000069317,10000,66439,1000,50,0.180397615,0.180469819,10401,0.697186715
H3K4me3 GM06990,Number of knots,SDPM,1.000069317,10000,66439,1000,100,0.176059588,0.177134065,10401,0.683550602
H3K4me3 GM06990,Number of knots,SDPM,1.000069317,10000,66439,1000,200,0.178703415,0.179417003,10401,0.689810622
H3K4me3 GM06990,Number of knots,SDPM,1.000069317,10000,66439,1000,500,0.17330904,0.173828779,10401,0.781652496
H3K4me3 GM06990,Number of knots,SDPM,1.000069317,10000,66439,1000,5200,0.174008321,0.170992939,10401,2.323703163
H3K4me3 GM06990,Number of knots,SDPM,1.000069317,10000,66439,1000,3467,0.148451676,0.148667227,10401,1.411343797
H3K4me3 GM06990,Number of knots,SDPM,1.000069317,10000,66439,1000,2600,0.140897386,0.141856814,10401,1.174766826
H3K4me3 GM06990,Number of knots,SDPM,1.000069317,10000,66439,1000,2080,0.144759643,0.145457643,10401,1.059151338
H3K4me3 GM06990,Number of knots,SDPM,1.000069317,10000,66439,1000,1734,0.154163613,0.154266913,10401,1.001888991
H3K4me3 GM06990,Number of knots,SDPM,1.000069317,10000,66439,1000,1486,0.155212263,0.155278875,10401,0.968349772
H3K4me3 GM06990,Number of knots,SDPM,1.000069317,10000,66439,1000,1300,0.159913281,0.159910226,10401,0.934395868
H3K4me3 GM06990,Number of knots,SDPM,1.000069317,10000,66439,1000,1156,0.162845989,0.162857075,10401,0.899321103
H3K4me3 GM06990,Number of knots,SDPM,1.000069317,10000,66439,1000,1040,0.165747162,0.165828266,10401,0.868944797
H3K4me3 GM06990,Number of knots,SDPM,1.000069317,10000,66439,1000,946,0.165485759,0.16555918,10401,0.844411339
H3K4me3 GM06990,Number of knots,SDPM,1.000069317,10000,66439,1000,867,0.164812899,0.164865691,10401,0.826039354
H3K4me3 GM06990,Number of knots,SDPM,1.000069317,10000,66439,1000,800,0.166808366,0.166936182,10401,0.806983442
H3K4me3 GM06990,Number of knots,SDPM,1.000069317,10000,66439,1000,743,0.169465889,0.169745998,10401,0.808227704
H3K4me3 GM06990,Number of knots,SDPM,1.000069317,10000,66439,1000,693,0.170726887,0.171086448,10401,0.801779109
H3K4me3 GM06990,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,7,0.172973749,0.171730606,10401,1.224523042
H3K4me3 GM06990,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,10,0.189876214,0.189548025,10401,1.263249299
H3K4me3 GM06990,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,50,-0.562575861,-0.56340267,10401,1.144402088
H3K4me3 GM06990,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,100,0.216703217,0.214460191,10401,1.20640443
H3K4me3 GM06990,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,200,0.224222927,0.208032512,10401,1.249817691
H3K4me3 GM06990,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,500,0.224970138,0.210500137,10401,1.345736628
H3K4me3 GM06990,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,5200,0.215987307,0.214929474,10401,1.709120301
H3K4me3 GM06990,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,3467,0.217475321,0.214240428,10401,1.757801252
H3K4me3 GM06990,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,2600,0.219098919,0.213316697,10401,1.684637245
H3K4me3 GM06990,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,2080,0.220380544,0.212599348,10401,1.636246596
H3K4me3 GM06990,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,1734,0.221466863,0.212023831,10401,1.595452776
H3K4me3 GM06990,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,1486,0.222185162,0.211673034,10401,1.560247312
H3K4me3 GM06990,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,1300,0.222567207,0.211499307,10401,1.522783636
H3K4me3 GM06990,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,1156,0.22291522,0.211350961,10401,1.485437654
H3K4me3 GM06990,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,1040,0.223077051,0.211280975,10401,1.456031522
H3K4me3 GM06990,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,946,0.223250852,0.211211125,10401,1.435751598
H3K4me3 GM06990,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,867,0.223449217,0.211125504,10401,1.421330885
H3K4me3 GM06990,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,800,0.223723865,0.211022876,10401,1.410070967
H3K4me3 GM06990,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,743,0.223864569,0.210957844,10401,1.400454114
H3K4me3 GM06990,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,693,0.22408606,0.210884365,10401,1.39166725
H3K4me3 GM06990,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,7,0.387153207,0.386101217,10401,3.296365969
H3K4me3 GM06990,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,10,0.304841136,0.304841136,10401,3.310018847
H3K4me3 GM06990,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,50,0.162980622,0.165993189,10401,3.615886432
