Dataset,Evaluation type,Method,Alpha,Beta,Width,Bin size,Number of knots,Minimum sigma rep1,Minimum sigma rep2,Length of mean-var curve,Evaluation Value
ZC3H11A MEL,Number of knots,SDPM,1.000069317,10000,66439,1000,13702,0.249383843,0.249383961,54806,0.685600084
ZC3H11A MEL,Number of knots,SDPM,1.000069317,10000,66439,1000,10961,0.246428646,0.246428746,54806,0.674868191
ZC3H11A MEL,Number of knots,SDPM,1.000069317,10000,66439,1000,9134,0.24387567,0.243875134,54806,0.66980979
ZC3H11A MEL,Number of knots,SDPM,1.000069317,10000,66439,1000,7829,0.241964939,0.24196538,54806,0.665927358
ZC3H11A MEL,Number of knots,SDPM,1.000069317,10000,66439,1000,6851,0.241293363,0.241293749,54806,0.663570429
ZC3H11A MEL,Number of knots,SDPM,1.000069317,10000,66439,1000,6090,0.239673675,0.239673644,54806,0.66112445
ZC3H11A MEL,Number of knots,SDPM,1.000069317,10000,66439,1000,5481,0.239472238,0.239472211,54806,0.658993923
ZC3H11A MEL,Number of knots,SDPM,1.000069317,10000,66439,1000,4982,0.240943599,0.240943982,54806,0.658107674
ZC3H11A MEL,Number of knots,SDPM,1.000069317,10000,66439,1000,4567,0.237687349,0.237687317,54806,0.657609761
ZC3H11A MEL,Number of knots,SDPM,1.000069317,10000,66439,1000,4216,0.238662983,0.238662916,54806,0.656202006
ZC3H11A MEL,Number of knots,SDPM,1.000069317,10000,66439,1000,3915,0.235486198,0.235486117,54806,0.655103753
ZC3H11A MEL,Number of knots,SDPM,1.000069317,10000,66439,1000,3654,0.234815695,0.23481561,54806,0.654124168
ZC3H11A MEL,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,7,0.387303251,0.387303653,54806,0.816674943
ZC3H11A MEL,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,10,0.431750505,0.431750456,54806,0.98151328
ZC3H11A MEL,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,50,0.421220857,0.421220857,54806,1.022686736
ZC3H11A MEL,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,100,-14.60940616,-14.60953001,54806,1.616496491
ZC3H11A MEL,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,200,-17.36524856,-17.3653802,54806,1.796030544
ZC3H11A MEL,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,500,0.370285821,0.369438361,54806,3.652912866
ZC3H11A MEL,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,27403,0.370915466,0.370932219,54806,1.059066439
ZC3H11A MEL,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,18269,0.370144073,0.370159961,54806,1.064730636
ZC3H11A MEL,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,13702,0.369824776,0.369839676,54806,1.062924472
ZC3H11A MEL,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,10961,0.369702069,0.369716475,54806,1.057986369
ZC3H11A MEL,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,9134,0.369638801,0.369652952,54806,1.054318619
ZC3H11A MEL,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,7829,0.369533154,0.369546822,54806,1.051663584
ZC3H11A MEL,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,6851,0.369434047,0.369447192,54806,1.049523947
ZC3H11A MEL,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,6090,0.369406859,0.369419858,54806,1.04786708
ZC3H11A MEL,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,5481,0.369322554,0.369335027,54806,1.046090593
ZC3H11A MEL,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,4982,0.369257275,0.369269389,54806,1.044512051
ZC3H11A MEL,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,4567,0.369193439,0.369205174,54806,1.04306
ZC3H11A MEL,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,4216,0.369097906,0.369108991,54806,1.041780277
ZC3H11A MEL,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,3915,0.369108273,0.369119493,54806,1.040697566
ZC3H11A MEL,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,3654,0.369030039,0.369040546,54806,1.039788383
ZC3H11A MEL,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,7,0.413173879,0.413173846,54806,1.312266216
ZC3H11A MEL,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,10,0.158531584,0.158531526,54806,1.363674102
ZC3H11A MEL,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,50,-2.00512701,-2.00512699,54806,1.497242425
ZC3H11A MEL,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,100,0.415069851,0.41500038,54806,2.458017288
ZC3H11A MEL,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,200,0.414542367,0.414556729,54806,4.951120806
ZC3H11A MEL,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,500,0.414191753,0.414083656,54806,5.969492069
ZC3H11A MEL,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,27403,0.413914934,0.413928533,54806,2.11562541
ZC3H11A MEL,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,18269,0.413400075,0.413333449,54806,2.298682976
ZC3H11A MEL,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,13702,0.413234011,0.413393502,54806,2.183478172
ZC3H11A MEL,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,10961,0.413252343,0.413428945,54806,2.194866333
ZC3H11A MEL,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,9134,0.41327961,0.413431555,54806,2.209158936
ZC3H11A MEL,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,7829,0.413312279,0.413396775,54806,2.224312017
ZC3H11A MEL,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,6851,0.413346659,0.413368374,54806,2.239346774
ZC3H11A MEL,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,6090,0.413379971,0.413346078,54806,2.253822549
ZC3H11A MEL,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,5481,0.413413101,0.413328,54806,2.268090883
ZC3H11A MEL,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,4982,0.413406555,0.413313278,54806,2.281287706
ZC3H11A MEL,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,4567,0.413386944,0.413301172,54806,2.293064001
ZC3H11A MEL,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,4216,0.413369869,0.413291018,54806,2.304297923
ZC3H11A MEL,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,3915,0.413354808,0.413282392,54806,2.316572377
ZC3H11A MEL,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,3654,0.413341312,0.413274853,54806,2.33092867
ZC3H11A MEL,Number of knots,SDPM,1.000000069,1.00E+07,66438562,1000,7,0.660902817,0.660902501,54806,2.65040409
ZC3H11A MEL,Number of knots,SDPM,1.000000069,1.00E+07,66438562,1000,10,0.604035475,0.604035477,54806,2.831917891
ZC3H11A MEL,Number of knots,SDPM,1.000000069,1.00E+07,66438562,1000,50,0.638993665,0.638993664,54806,3.157253185
ZC3H11A MEL,Number of knots,SDPM,1.000000069,1.00E+07,66438562,1000,100,0.635036439,0.635035947,54806,3.56067229
ZC3H11A MEL,Number of knots,SDPM,1.000000069,1.00E+07,66438562,1000,200,0.637023937,0.637023887,54806,3.929969003
ZC3H11A MEL,Number of knots,SDPM,1.000000069,1.00E+07,66438562,1000,500,0.638547036,0.638547031,54806,4.842629247
